NC_008442.1,Spirochaetes
NC_008443.1,Spirochaetes
NC_008444.1,Proteobacteria
NC_008445.1,Firmicutes
NC_008459.1,Proteobacteria
NC_008460.1,Proteobacteria
NC_008486.1,Proteobacteria
NC_008487.1,Proteobacteria
NC_008488.1,Proteobacteria
NC_008489.1,Proteobacteria
NC_008490.1,Proteobacteria
NC_008496.1,Firmicutes
NC_008498.1,Firmicutes
NC_008499.1,Firmicutes
NC_008500.1,Firmicutes
NC_008501.1,Firmicutes
NC_008502.1,Firmicutes
NC_008503.1,Firmicutes
NC_008504.1,Firmicutes
NC_008505.1,Firmicutes
NC_008506.1,Firmicutes
NC_008507.1,Firmicutes
NC_008537.1,Actinobacteria
NC_008538.1,Actinobacteria
NC_008539.1,Actinobacteria
NC_008545.1,Proteobacteria
NC_008564.1,Spirochaetes
NC_008565.1,Spirochaetes
NC_008566.1,Spirochaetes
NC_008567.1,Spirochaetes
NC_008568.1,Spirochaetes
NC_008569.1,Spirochaetes
NC_008573.1,Proteobacteria
NC_008594.1,Firmicutes
NC_008597.1,Proteobacteria
NC_008598.1,Firmicutes
NC_008607.1,Proteobacteria
NC_008608.1,Proteobacteria
NC_008612.1,Proteobacteria
NC_008613.1,Proteobacteria
NC_008688.1,Proteobacteria
NC_008690.1,Proteobacteria
NC_008691.1,Proteobacteria
NC_008697.1,Actinobacteria
NC_008703.1,Actinobacteria
NC_008704.1,Actinobacteria
NC_008712.1,Actinobacteria
NC_008713.1,Actinobacteria
NC_008738.1,Proteobacteria
NC_008739.1,Proteobacteria
NC_008741.1,Proteobacteria
NC_008757.1,Proteobacteria
NC_008758.1,Proteobacteria
NC_008759.1,Proteobacteria
NC_008760.1,Proteobacteria
NC_008761.1,Proteobacteria
NC_008762.1,Proteobacteria
NC_008763.1,Proteobacteria
NC_008764.1,Proteobacteria
NC_008765.1,Proteobacteria
NC_008766.1,Proteobacteria
NC_008768.1,Firmicutes
NC_008770.1,Proteobacteria
NC_008771.1,Proteobacteria
NC_008790.1,Proteobacteria
NC_008791.1,Proteobacteria
NC_008821.1,Firmicutes
NC_008823.1,Actinobacteria
NC_008826.1,Proteobacteria
NC_009034.1,Firmicutes
NC_009035.1,Proteobacteria
NC_009036.1,Proteobacteria
NC_009037.1,Proteobacteria
NC_009038.1,Proteobacteria
NC_009040.1,Proteobacteria
NC_009128.1,Actinobacteria
NC_009129.1,Actinobacteria
NC_009130.1,Firmicutes
NC_009131.1,Proteobacteria
NC_009132.1,Proteobacteria
NC_009133.1,Proteobacteria
NC_009137.1,Firmicutes
NC_009139.1,Proteobacteria
NC_009140.1,Proteobacteria
NC_009329.1,Firmicutes
NC_009339.1,Actinobacteria
NC_009340.1,Actinobacteria
NC_009341.1,Actinobacteria
NC_009343.1,Actinobacteria
NC_009344.1,Proteobacteria
NC_009349.1,Proteobacteria
NC_009350.1,Proteobacteria
NC_009351.1,Proteobacteria
NC_009352.2,Proteobacteria
NC_009353.1,Proteobacteria
NC_009377.1,Proteobacteria
NC_009378.1,Proteobacteria
NC_009425.1,Proteobacteria
NC_009426.1,Proteobacteria
NC_009427.1,Proteobacteria
NC_009429.1,Proteobacteria
NC_009430.1,Proteobacteria
NC_009431.1,Proteobacteria
NC_009432.1,Proteobacteria
NC_009433.1,Proteobacteria
NC_009435.1,Firmicutes
NC_009444.1,Proteobacteria
NC_009453.1,Actinobacteria
NC_009466.1,Firmicutes
NC_009467.1,Proteobacteria
NC_009468.1,Proteobacteria
NC_009469.1,Proteobacteria
NC_009470.1,Proteobacteria
NC_009471.1,Proteobacteria
NC_009472.1,Proteobacteria
NC_009473.1,Proteobacteria
NC_009474.1,Proteobacteria
NC_009475.1,Proteobacteria
NC_009476.1,Proteobacteria
NC_009477.1,Firmicutes
